img_name,dataset,gt_area_ratio,coarse_bin_bf,coarse_bin_rb,coarse_bin_pb,coarse_bin_iou,coarse_bin_sm,coarse_bin_mae,coarse_bin_em,refined_bf,refined_rb,refined_pb,refined_iou,refined_sm,refined_mae,refined_em,coarse_soft_mae,coarse_soft_sm,coarse_soft_tzr,coarse_bin_tzr,refined_tzr,coarse_bin_narrow5_local_iou,refined_narrow5_local_iou,coarse_bin_narrow5_local_bf,refined_narrow5_local_bf,coarse_bin_narrow10_local_iou,refined_narrow10_local_iou,coarse_bin_narrow10_local_bf,refined_narrow10_local_bf,coarse_bin_narrow20_local_iou,refined_narrow20_local_iou,coarse_bin_narrow20_local_bf,refined_narrow20_local_bf
camourflage_00023,TR-CAMO,0.06490334013213056,0.021668771107798097,0.05487493619193466,0.013499745287824758,0.08655003921539747,0.44914413304625206,0.29503053512282434,0.4183361730622218,0.021501744481156018,0.05487493619193466,0.013370332996972755,0.08645103317731025,0.44910776669110797,0.29502339935897054,0.41837372918477456,0.3000611740173779,0.4740122485408578,0.3560210980751277,0.0,0.0,0.08708464586932223,0.08708464586932223,0.10094444401381508,0.10094444401381508,0.11117113872381296,0.1111111111111111,0.09482636663975966,0.09484757902490945,0.16797119023995885,0.16786094881122993,0.08673718423849491,0.08673718423849491
camourflage_00024,TR-CAMO,0.23931818181818182,0.3489934811138761,0.36492890995260663,0.3343915343915344,0.798429916283918,0.8639458548117237,0.05859848484848485,0.9305626641558629,0.32908515274171535,0.3417588204318062,0.31731784582893346,0.795882639001459,0.8621736294362341,0.059621212121212123,0.9288349829390606,0.06815158942364824,0.887311278582105,0.1215435606060606,0.0,0.0,0.5312333864965444,0.5262743037309511,0.4947464200932276,0.4666964198112869,0.5929182319558788,0.5903404592240696,0.41856464597811877,0.39558340969331435,0.6970105875025949,0.6941910210813875,0.35920886064269925,0.33882537917614974
camourflage_00025,TR-CAMO,0.10226413466365462,0.0045865056203566465,0.006202982710835423,0.003638360678245349,0.22443546408789847,0.49876509809542174,0.35338502447289155,0.4035154079465347,0.004583530753908927,0.006202982710835423,0.0036346180222191745,0.2244512179900474,0.4987725681469938,0.35335168800200806,0.40354480991725294,0.3529173710774471,0.5220519157365502,0.19447555848393575,0.0,0.0,0.4943403228799406,0.4943269179788983,0.012218630591212984,0.012215814354930462,0.49041901058287446,0.4904260056404928,0.01197702680286468,0.01197702680286468,0.4803507992895204,0.4803542966798563,0.011759124414935172,0.011759124414935172
camourflage_00026,TR-CAMO,0.2021058201058201,0.24997000405659425,0.2942830365510778,0.21725571725571727,0.7380586971406984,0.8512399542557149,0.0586984126984127,0.9407341406762182,0.24987038666972114,0.2942830365510778,0.21710526315789475,0.7378287765028096,0.8511459486594899,0.05875132275132275,0.9406732148749812,0.07451667185392677,0.8739121090715427,0.1463121693121693,0.0,0.0,0.42,0.4199471764557917,0.412554024108504,0.412554024108504,0.4772982272421273,0.47726252804786834,0.34827510262349975,0.34827510262349975,0.5680639482323833,0.5679417642021125,0.29097815203053473,0.29104568626972704
camourflage_00027,TR-CAMO,0.17998498126589843,0.0,0.0,0.0,0.31411848659923974,0.46664593390421183,0.39299938273789164,0.41994886542152543,0.0,0.0,0.0,0.31415297621498467,0.46671302643712587,0.39293647704531964,0.42001890285673815,0.394511231634101,0.48733253941096555,0.1770126872918706,0.0,0.0,0.4685762783789518,0.4685762783789518,0.0,0.0,0.44766032089975755,0.44766032089975755,0.0,0.0,0.4434447300771208,0.44349460896951776,0.0,0.0
camourflage_00028,TR-CAMO,0.04197614734299517,0.0,0.0,0.0,0.23200801034669782,0.5006852062621387,0.13894927536231885,0.49330735894971556,0.0,0.0,0.0,0.2318387426260605,0.5006014110922667,0.13908137077294686,0.49309413813390524,0.14124237768779008,0.522125352184865,0.14288571859903382,0.0,0.0,0.47571219868517167,0.47571219868517167,0.0,0.0,0.45494573008396477,0.45494573008396477,0.0,0.0,0.4046686072548141,0.4046686072548141,0.0,0.0
camourflage_00029,TR-CAMO,0.09575842696629214,0.0,0.0,0.0,0.33693539353605906,0.5141639386478756,0.18844569288389512,0.5786090701594271,0.0,0.0,0.0,0.33666919050597494,0.5138223903484398,0.18867041198501872,0.578265388856837,0.1894760960564001,0.5341204880851143,0.13860486891385768,0.0,0.0,0.40991352411518234,0.40991352411518234,0.0,0.0,0.3836439155814998,0.3836439155814998,0.0,0.0,0.3765432098765432,0.37635678104886316,0.0,0.0
camourflage_00030,TR-CAMO,0.052211063323572476,0.0,0.0,0.0,0.10309778987430404,0.3224189331402053,0.4542116581259151,0.29292698940739276,0.0,0.0,0.0,0.1031065230772706,0.32243939588588094,0.4541687637262079,0.2929459143569163,0.45122368470631297,0.33301910989768163,0.182844527818448,0.0,0.0,0.47201757787256043,0.47201757787256043,0.0,0.0,0.43345161802870613,0.43345161802870613,0.0,0.0,0.3795788637266587,0.3795909285952672,0.0,0.0
camourflage_00031,TR-CAMO,0.18345505617977528,0.1916358627279706,0.22340942204953862,0.167774736018772,0.6173491379310345,0.767265801607808,0.09974719101123596,0.8800702451888563,0.19232448265081023,0.22389509470616803,0.1685569026202581,0.6182249200818936,0.767667547119403,0.09952247191011236,0.8800905596382878,0.1113747888668576,0.7998036411871802,0.17692883895131087,0.0,0.0,0.4572218216774814,0.4578226387887527,0.32984252501523104,0.33052037275470514,0.503813529118255,0.5045263382992373,0.2660266067048573,0.2667072047765169,0.5491429394535939,0.5500768196658344,0.21610777134891046,0.21674581829070672
camourflage_00032,TR-CAMO,0.07958491161616162,0.05136439053957253,0.10071428571428571,0.03447276940903824,0.20642366451348304,0.4907858256786577,0.3053878630050505,0.4153538008531854,0.05136439053957253,0.10071428571428571,0.03447276940903824,0.20642366451348304,0.4907858256786577,0.3053878630050505,0.4153538008531854,0.3010632133219449,0.5181553898561259,0.23753156565656566,0.0,0.0,0.47584,0.47584,0.17518545393799234,0.17518545393799234,0.4532086863375207,0.4532086863375207,0.1476829643973067,0.1476829643973067,0.4446540880503145,0.4446540880503145,0.10849941155930318,0.10849941155930318
