img_name,dataset,coarse_iou,coarse_sm,coarse_mae,coarse_bf,naive_iou,naive_sm,naive_mae,naive_bf,naive_narrow_iou,naive_narrow_bf,refined_iou,refined_sm,refined_mae,refined_bf,refined_narrow_iou,refined_narrow_bf,coarse_narrow_iou,coarse_narrow_bf,centroid_distance,gt_area_ratio,gate_decision,S_score,LocalSAM_triggered
COD10K-CAM-2-Terrestrial-23-Cat-1305,TR-COD10K,0.07422248632777123,0.38803895178030556,0.3704477945963542,0.006792236149202536,0.07423405898675516,0.3880591931666841,0.37035369873046875,0.006781834640917321,0.3239065246613587,0.030570952494304075,0.07423405898675516,0.3880591931666841,0.37035369873046875,0.006781834640917321,0.3239065246613587,0.030570952494304075,0.3239065246613587,0.030570952494304075,0.3815157475799592,0.042621612548828125,full,1.639431,False
COD10K-CAM-2-Terrestrial-23-Cat-1306,TR-COD10K,0.48280824120943305,0.6010796429150943,0.21977152394106814,0.05683354765343029,0.48290809955000147,0.601180009394216,0.21967980260128914,0.05672099992690593,0.483720417462884,0.171189058018972,0.48290809955000147,0.601180009394216,0.21967980260128914,0.05672099992690593,0.483720417462884,0.171189058018972,0.4837939144495076,0.17153312876463236,0.025539684700987903,0.20930809737569062,full,7.416243,False
COD10K-CAM-2-Terrestrial-23-Cat-1307,TR-COD10K,0.18329895440643004,0.4942301327126055,0.06586132525697504,0.014629451395572665,0.18329243571962017,0.4942256656056487,0.06586419328193832,0.014629451395572665,0.3787979106893254,0.01871460231470081,0.18329243571962017,0.4942256656056487,0.06586419328193832,0.014629451395572665,0.3787979106893254,0.01871460231470081,0.3787979106893254,0.01871460231470081,0.008149250778011027,0.014837727147577093,full,22.334345,False
COD10K-CAM-2-Terrestrial-23-Cat-1308,TR-COD10K,0.0008115128647541761,0.23507757236211235,0.6158849997078245,0.0,0.0008117375735874249,0.23515731509141632,0.6157143691930111,0.0,0.14577656675749318,0.0,0.0008117375735874249,0.23515731509141632,0.6157143691930111,0.0,0.14577656675749318,0.0,0.14577656675749318,0.0,0.12476189169311501,0.0005002045228773447,full,5.200196,False
COD10K-CAM-2-Terrestrial-23-Cat-1309,TR-COD10K,0.05927728619482722,0.3406758481741433,0.38658209078177774,0.01936788501062939,0.05934480131520911,0.3407452277715552,0.38650630200181235,0.019445666613820217,0.4017175209940343,0.07879330549406878,0.05934480131520911,0.3407452277715552,0.38650630200181235,0.019445666613820217,0.4017175209940343,0.07879330549406878,0.4013610614758773,0.07671970388886218,0.1252963886034659,0.02920009885493039,full,15.928189,False
COD10K-CAM-2-Terrestrial-23-Cat-1311,TR-COD10K,0.1194310432787025,0.3151107914709251,0.4916480436694021,0.005238938713239474,0.11946688458628911,0.3152160347288764,0.4914602872215709,0.005150997364933433,0.6661771977404516,0.011569252125854131,0.11946688458628911,0.3152160347288764,0.4914602872215709,0.005150997364933433,0.6661771977404516,0.011569252125854131,0.6662121666167216,0.01171023266552087,0.010839281081707626,0.06682664126611958,full,7.968096,False
COD10K-CAM-2-Terrestrial-23-Cat-1312,TR-COD10K,0.016520845612706152,0.2506160082228022,0.5835601728723404,0.0,0.016525039747632655,0.250684748744418,0.5834095744680851,0.0,0.4958878986732384,0.0,0.016525039747632655,0.250684748744418,0.5834095744680851,0.0,0.4958878986732384,0.0,0.4958878986732384,0.0,0.09599044630102944,0.00980285904255319,full,5.602623,False
COD10K-CAM-2-Terrestrial-23-Cat-1313,TR-COD10K,0.012563101696703336,0.16864973802826122,0.7465685076572174,0.0,0.012564032342786849,0.1686806527907033,0.746512504072988,0.0,0.43326039387308535,0.0,0.012564032342786849,0.1686806527907033,0.746512504072988,0.0,0.43326039387308535,0.0,0.43326039387308535,0.0,0.07496425718277933,0.009498547300966656,full,9.875908,False
COD10K-CAM-2-Terrestrial-23-Cat-1314,TR-COD10K,0.19121586678904381,0.38655359957142044,0.40762726391103327,0.11567323414192077,0.19132027630438228,0.3867252879485042,0.4074018414199738,0.1154415543074074,0.4403396053235429,0.19446803761810086,0.19132027630438228,0.3867252879485042,0.4074018414199738,0.1154415543074074,0.4403396053235429,0.19446803761810086,0.44028672093305793,0.19465199218939114,0.10214891722497782,0.12282707981599889,full,11.508126,False
COD10K-CAM-2-Terrestrial-23-Cat-1315,TR-COD10K,0.0,0.3413770088698216,0.3512783256182192,0.0,0.0,0.3413663096797039,0.351309012184101,0.0,0.0,0.0,0.0,0.3413663096797039,0.351309012184101,0.0,0.0,0.0,0.0,0.0,0.39090935797303894,0.0030149550978824735,full,6.370069,False
